,Data.set,Source,Predation.Parasitism,Dim,Field,Habitat,Fresh_Marine,Predator_Cellularity,Pred_Vert.Invert,Pred_Major_Grouping_1,Pred_Major_Grouping_2,Predator_Scientific_Name,Predator_Type,Trophic_Level_Predator,Prey_Cellularity,Prey_Vert.Invert,Prey_Major_Group_1,Prey_Major_Group_2,Prey,Prey_scientific_name,Prey_type,Trophic_Level_prey,Data_type,Prey_Replaced,Hours_starved,Temp_C,Interference,Pred_per_arena,X2D_Arena_Size_cm2,X3D_arena_size_cm3,Pred_mass_mg,Pred_Mass_Source,Pred_Mass_ID,Prey_mass_mg,Prey_Mass_Source,Prey_Mass_ID,Units_a,R2_Mean,Fitted_a,CI_a_low,CI_a_hi,Fitted_h_day,CI_h_low,CI_h_hi,Notes.1,Include_Biotic_Prey,Mass_g,PredMass_g,PreyAbundanceGroup,Habitat_Aquatic,PreyAbundance_10,PreyAbundance_20,PreyAbundance_30,PreyAbundance_40,PreyAbundance_50,PreyAbundance_60,PreyAbundance_70,PreyAbundance_80,PreyAbundance_90,frac_10,frac_20,frac_30,frac_40,frac_50,frac_60,frac_70,frac_80,frac_90
1465,1745,Wickham 1995 J PLAN RES,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops kolensis,Gravid Female ,3,Unicell,Protozoan,Protozoan,Ciliate,,Askenasia volvox,,2,Mean,N,,18,,2,NA,3.00E+01,0.0143,Original species length,1,3.35E-08,Original species length,1,m^3 per pred per day,0.91,9.00E-06,7.69E-06,1.13E-05,3.91E-05,1.61E-11,0.000317,,1,3.35E-11,1.43E-05,Protist,AquaticFresh,612161630.2,1542381049,2939110394,4989641500,8373739669,13760318144,24405843682,44293269560,1.11125E+11,0.177238925,0.351812675,0.508423881,0.637136186,0.746624981,0.828833244,0.895707491,0.939711101,0.975065476
1466,1746,Wickham 1995 J PLAN RES,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops kolensis,Gravid Female ,3,Unicell,Protozoan,Protozoan,Ciliate,,Halteria grandinella,,2,Mean,N,,18,,2,NA,3.00E+01,0.0143,Original species length,1,5.58E-09,Original species length,1,m^3 per pred per day,0.69,4.08E-06,3.42E-06,5.56E-06,0.00017,6.86E-11,0.000842,,1,5.58E-12,1.43E-05,Protist,AquaticFresh,2438186077,5669361897,11001234963,18814307991,32814631927,54215737083,90732210823,1.71561E+11,4.11918E+11,0.628408313,0.797253573,0.884131275,0.928823617,0.957912863,0.974095972,0.984358347,0.991666322,0.996512113
1467,1747,Wickham 1995 J PLAN RES,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops kolensis,Gravid Female ,3,Unicell,Protozoan,Protozoan,Ciliate,,Strobilidium velox,,2,Mean,N,,18,,2,NA,3.00E+01,0.0143,Original species length,1,6.54E-08,Original species length,1,m^3 per pred per day,0.32,7.05E-06,5.44E-06,1.02E-05,0.000298,2.53E-10,0.000671,,1,6.54E-11,1.43E-05,Protist,AquaticFresh,330502833.5,880107820.8,1651187245,2815671689,4757443772,7672434349,12852850509,25411224320,63569732304,0.409804355,0.649001931,0.776235257,0.855396139,0.909048853,0.941585432,0.964288971,0.981613064,0.99256802
1468,1748,Wickham 1995 J PLAN RES,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops kolensis,Gravid Female ,3,Unicell,Protozoan,Protozoan,Ciliate,,Stokesia vernalis,,2,Mean,N,,18,,2,NA,3.00E+01,0.0143,Original species length,1,9.05E-07,Original species length,1,m^3 per pred per day,0.33,8.06E-06,4.84E-06,2.82E-05,0.00111,5.43E-08,0.00287,,1,9.05E-10,1.43E-05,Protist,AquaticFresh,45489048.58,111026181.5,212446410.8,355571529.8,596683467.4,992399810.3,1734556592,3206152119,7587714078,0.289253964,0.49832109,0.655252426,0.760831708,0.842228698,0.898771123,0.93946139,0.966312,0.985482892
1469,1749,Wickham 1995 J PLAN RES,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,3,Unicell,Protozoan,Protozoan,Ciliate,,Askenasia volvox,,2,Mean,N,,18,,2,NA,3.00E+01,0.0768,Original species length,4,3.35E-08,Original species length,1,m^3 per pred per day,0.88,3.91E-06,3.14E-06,4.63E-06,2.22E-11,1.56E-11,4.08E-11,,1,3.35E-11,7.68E-05,Protist,AquaticFresh,660008791.1,1539447509,2801246471,4793979572,7992859251,13286227220,22702792010,43494966748,1.02143E+11,5.73E-08,1.34E-07,2.43E-07,4.16E-07,6.94E-07,1.15E-06,1.97E-06,3.78E-06,8.87E-06
1470,1750,Wickham 1995 J PLAN RES,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,3,Unicell,Protozoan,Protozoan,Ciliate,,Halteria grandinella,,2,Mean,N,,18,,2,NA,3.00E+01,0.0768,Original species length,4,5.58E-09,Original species length,1,m^3 per pred per day,0.75,1.68E-06,1.45E-06,1.99E-06,8.38E-11,6.09E-11,1.21E-10,,1,5.58E-12,7.68E-05,Protist,AquaticFresh,2524338061,6498175153,12313849417,21146087860,34650449542,57540280118,97445029645,1.88344E+11,4.62449E+11,3.55E-07,9.15E-07,1.73E-06,2.98E-06,4.88E-06,8.10E-06,1.37E-05,2.65E-05,6.51E-05
1471,1751,Wickham 1995 J PLAN RES,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,3,Unicell,Protozoan,Protozoan,Ciliate,,Strobilidium velox,,2,Mean,N,,18,,2,NA,3.00E+01,0.0768,Original species length,4,6.54E-08,Original species length,1,m^3 per pred per day,0.91,4.12E-05,3.22E-05,5.46E-05,5.79E-05,3.81E-12,0.000124,,1,6.54E-11,7.68E-05,Protist,AquaticFresh,373332378.9,903072548.4,1747841157,3038533979,5002321879,8444007652,14511827573,28550105949,69249748442,0.47106093,0.682968581,0.806555454,0.878763808,0.922678054,0.952703048,0.971924051,0.985529415,0.993982932
1472,1752,Wickham 1995 J PLAN RES,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,3,Unicell,Protozoan,Protozoan,Ciliate,,Stokesia vernalis,,2,Mean,N,,18,,2,NA,3.00E+01,0.0768,Original species length,4,9.05E-07,Original species length,1,m^3 per pred per day,0.54,6.62E-06,5.21E-06,9.38E-06,0.00232,0.00157,0.00309,,1,9.05E-10,7.68E-05,Protist,AquaticFresh,40870216.16,101315335.7,202145808.8,355811620.1,591095194.7,998514142.7,1637032507,2983649982,7445305954,0.385636599,0.608770038,0.756373049,0.845313714,0.900776685,0.938783929,0.961747672,0.978643472,0.991330581
1473,1753,Wickham 1995 J PLAN RES,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,3,Unicell,Protozoan,Protozoan,Ciliate,,Coleps hirtus,,2,Mean,N,,18,,2,NA,3.00E+01,0.0768,Original species length,4,1.13E-07,Original species length,1,m^3 per pred per day,0.38,9.32E-06,4.76E-06,1.66E-05,0.0138,0.0118,0.0158,,1,1.13E-10,7.68E-05,Protist,AquaticFresh,234515294.9,563235633.4,1070391625,1839493160,3187805540,5220991216,8644514483,15945300718,40917992367,0.967910065,0.986383649,0.992788608,0.995791038,0.997566927,0.998513018,0.999101384,0.999512628,0.99981002
1474,1754,van den Bosch and Santer 1993 OIK,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,NA,Metazoan,Invertebrate,Rotifer,Brachionidae,,Brachionus rubens,,NA,Raw data,N,,12,,,NA,,0.0768,Original species length,4,0.00015,Alternate species mass,2,m^3 per pred per day,0.7,8.82E-05,5.82E-05,0.000202,0.00827,4.14E-12,0.0442,,1,1.50E-07,7.68E-05,Ectotherm,AquaticFresh,8912.205053,28155.22703,64390.88079,125116.9554,235523.7533,447681.1844,866765.85,2045307.447,6148093.129,0.006458701,0.020123543,0.044860614,0.083629829,0.146607915,0.246161979,0.387341675,0.598695904,0.817668146
1475,1755,van den Bosch and Santer 1993 OIK,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia hyalina,Small,2,Raw data,N,,12,,,NA,,0.0768,Original species length,4,0.0623,Alternate species mass,1,m^3 per pred per day,0.84,6.13E-05,2.81E-05,0.000109,0.244,0.13,0.428,,1,6.23E-05,7.68E-05,Ectotherm,AquaticFresh,86.62404398,279.3543197,637.4701867,1266.099145,2470.45477,4719.688384,9573.039246,22110.92956,66107.91559,0.001293977,0.004160972,0.009444716,0.018585342,0.035634358,0.065938505,0.125251604,0.248525755,0.49718153
1476,1756,van den Bosch and Santer 1993 OIK,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia hyalina,Medium,2,Raw data,N,,12,,,NA,,0.0768,Original species length,4,0.0797,Alternate species mass,2,m^3 per pred per day,0.65,5.56E-05,2.42E-05,0.00012,0.335,0.13,0.615,,1,7.97E-05,7.68E-05,Ectotherm,AquaticFresh,64.98335083,227.7737729,513.143532,1059.673924,2093.371031,3891.32257,7693.321597,16824.64575,55420.99641,0.001208917,0.004224591,0.009467325,0.019355458,0.037527875,0.067581484,0.125335724,0.23860333,0.507939756
1477,1757,van den Bosch and Santer 1993 OIK,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia hyalina,Large,2,Raw data,N,,12,,,NA,,0.0768,Original species length,4,0.107,Alternate species mass,3,m^3 per pred per day,0.74,3.99E-06,2.16E-06,7.24E-06,2.02E-08,1.59E-11,1.42,,1,0.000107,7.68E-05,Ectotherm,AquaticFresh,53.89363467,155.1990779,369.8303401,747.3730288,1441.088429,2807.236561,5483.155732,12147.56296,33317.75855,4.34E-12,1.25E-11,2.98E-11,6.02E-11,1.16E-10,2.26E-10,4.42E-10,9.79E-10,2.69E-09
1478,1758,van den Bosch and Santer 1993 OIK,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,NA,Metazoan,Invertebrate,Crustacean,Copepod,,Cyclops abyssorum,Nauplii stage 2_3_4,NA,Raw data,N,,12,,,NA,,0.0768,Original species length,4,1.80E-05,Alternate species mass,2,m^3 per pred per day,0.72,3.33E-05,2.14E-05,5.36E-05,0.107,9.99E-12,0.256,,1,1.80E-08,7.68E-05,Ectotherm,AquaticFresh,44490.88444,137726.1749,294336.7843,608184.2572,1234074.219,2296453.281,4486835.188,10107875.37,32762578.96,0.136833824,0.329188674,0.511897831,0.68424589,0.814716335,0.891097109,0.941131601,0.972984196,0.991506446
1479,1759,van den Bosch and Santer 1993 OIK,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,NA,Metazoan,Invertebrate,Crustacean,Copepod,,Cyclops abyssorum,Nauplii stage 4_5_6,NA,Raw data,N,,12,,,NA,,0.0768,Original species length,4,1.80E-05,Alternate species mass,2,m^3 per pred per day,0.91,2.29E-05,1.77E-05,3.87E-05,0.0449,5.05E-11,0.209,,1,1.80E-08,7.68E-05,Ectotherm,AquaticFresh,45675.57964,131522.9624,294015.1166,568134.5526,1113099.804,2192529.149,4317102.321,9643900.387,27436666.27,0.044857401,0.119123738,0.232133247,0.36875128,0.533690913,0.692721846,0.81613888,0.908390973,0.965765916
1480,1760,van den Bosch and Santer 1993 OIK,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,NA,Metazoan,Invertebrate,Crustacean,Copepod,,Cyclops abyssorum,Copodites stage I,NA,Raw data,N,,12,,,NA,,0.0768,Original species length,4,0.00017,Alternate species mass,3,m^3 per pred per day,0.7,1.33E-05,7.66E-06,2.70E-05,0.25,1.90E-11,1.07,,1,1.70E-07,7.68E-05,Ectotherm,AquaticFresh,8104.722204,24428.8099,56451.88649,108417.7215,208172.1863,401483.4154,805508.5448,1825220.789,6041885.763,0.026241052,0.075123803,0.158038329,0.264970128,0.409043706,0.571722068,0.728136456,0.858534456,0.952582522
1481,1761,van den Bosch and Santer 1993 OIK,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,NA,Metazoan,Invertebrate,Crustacean,Copepod,,Cyclops abyssorum,Copodites stage II,NA,Raw data,N,,12,,,NA,,0.0768,Original species length,4,0.00017,Alternate species mass,3,m^3 per pred per day,0.66,3.81E-06,2.85E-06,7.16E-06,1.84E-08,9.75E-12,1.61,,1,1.70E-07,7.68E-05,Ectotherm,AquaticFresh,6931.89851,23921.05014,53053.25576,110729.9787,211411.8779,392722.2369,756887.8737,1607582.233,5136272.208,4.86E-10,1.68E-09,3.72E-09,7.76E-09,1.48E-08,2.75E-08,5.31E-08,1.13E-07,3.60E-07
1482,1762,van den Bosch and Santer 1993 OIK,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops abyssorum,Gravid Female ,NA,Metazoan,Invertebrate,Crustacean,Copepod,,Calanoid nauplii,,NA,Raw data,N,,12,,,NA,,0.0768,Original species length,4,5.00E-04,Alternate order mass,1,m^3 per pred per day,0.91,7.67E-05,5.23E-05,0.000115,0.0223,1.29E-12,0.0462,,1,5.00E-07,7.68E-05,Ectotherm,AquaticFresh,3292.612136,10563.83036,23101.21819,44280.30715,85115.95795,166470.3174,340935.6574,765621.1667,2325687.907,0.005600178,0.017747805,0.038010656,0.07040517,0.12708216,0.221627846,0.368343827,0.567010739,0.799111262
1483,1763,Rabette et al 1998 HYDROBIO,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops vicinus,Adult ,NA,Unicell,Protozoan,Protozoan,Ciliate,,Cyclidium sp.,,NA,Mean,N,24,15,,3,NA,1.20E+02,0.115,Original species length,1,1.91E-09,Original species length,1,m^3 per pred per day,0.47,0.000254,9.51E-05,0.00077,0.000652,0.000386,0.000877,,1,1.91E-12,0.000115,Protist,AquaticFresh,5452593508,14669111846,27360414388,48507384462,81803122913,1.3865E+11,2.45604E+11,4.63797E+11,1.10991E+12,0.998893797,0.999588532,0.999779352,0.999875532,0.99992619,0.999956451,0.999975415,0.999986981,0.99999456
1484,1764,Rabette et al 1998 HYDROBIO,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops vicinus,Adult ,NA,Unicell,Protozoan,Protozoan,Ciliate,,Tetrahymena corlissi,,NA,Mean,N,24,15,,3,NA,1.20E+02,0.115,Original species length,1,1.13E-08,Original species length,1,m^3 per pred per day,0.88,0.00035,0.000248,0.000489,9.05E-05,7.01E-05,0.000109,,1,1.13E-11,0.000115,Protist,AquaticFresh,1475106079,3698358949,6922013106,11839006205,20464410818,32763593333,56697375997,1.08237E+11,2.51677E+11,0.979046176,0.991535862,0.995459803,0.997340429,0.998459667,0.999037339,0.999443483,0.999708403,0.999874575
1485,1765,Brandl 1998 J MAR SYS,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops vicinus,,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Bosmina longirostris,,2,Raw data,N,,NA,,,NA,,0.115,Original species length,1,0.00355,Average species mass,4,m^3 per pred per day,0.88,2.83E-06,2.04E-06,3.68E-06,3.98E-11,2.37E-14,0.0711,,1,3.55E-06,0.000115,Ectotherm,AquaticFresh,816.3292819,2644.191277,5895.042004,11639.24445,21632.78067,41709.23057,82062.97815,174609.8516,591251.77,9.19E-14,2.98E-13,6.64E-13,1.31E-12,2.44E-12,4.70E-12,9.24E-12,1.97E-11,6.66E-11
1486,1766,Brandl 1998 J MAR SYS,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops vicinus,,NA,Metazoan,Invertebrate,Rotifer,Synchaetidae,,Polyarthra dolichoptera,,NA,Raw data,N,,NA,,,NA,,0.115,Original species length,1,0.00045,Alternate species mass,1,m^3 per pred per day,0.88,1.03E-05,6.63E-06,4.34E-05,0.0176,3.96E-11,0.206,,1,4.50E-07,0.000115,Ectotherm,AquaticFresh,3519.57404,11401.68461,25805.56742,52140.5581,97735.69928,196162.0916,375726.6865,861843.8305,2578850.397,0.000637622,0.002062634,0.004656251,0.009363536,0.017409082,0.034339155,0.06376836,0.135123952,0.318566209
1487,1767,Brandl 1998 J MAR SYS,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops vicinus,,NA,Metazoan,Invertebrate,Rotifer,Brachionidae,,Keratella cochlearis,,NA,Raw data,N,,NA,,,NA,,0.115,Original species length,1,2.50E-05,Alternate species mass,2,m^3 per pred per day,0.79,6.11E-06,4.98E-06,1.27E-05,2.53E-10,2.79E-14,0.576,,1,2.50E-08,0.000115,Ectotherm,AquaticFresh,33921.75701,104176.1136,245872.3183,487468.8643,940514.4686,1763188.802,3492528.775,8067429.619,26369861.85,5.24E-11,1.61E-10,3.80E-10,7.54E-10,1.45E-09,2.73E-09,5.40E-09,1.25E-08,4.08E-08
1488,1768,Muschiol et al 2008 NEMATOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Diacyclops bicuspidatus,Adult Female ,NA,Metazoan,Invertebrate,Nematode,,,Panagrolaimus sp.,,NA,Raw data,N,72,20,,1,NA,3.00E+00,0.0521,Original species length,1,3.00E-04,Original species mass,1,m^3 per pred per day,0.68,6.64E-05,4.28E-05,0.000107,0.0021,0.00174,0.00244,,1,3.00E-07,5.21E-05,Ectotherm,AquaticFresh,5721.862176,17265.85078,40183.35903,80428.99346,152356.6006,277045.0118,538651.9157,1231781.856,3864363.825,0.00079722,0.002401768,0.005571947,0.011090637,0.02080266,0.037194298,0.069862293,0.146582672,0.350162771
1489,1769,Williamson 1984 FRESH BIO,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Mesocyclops edax,Adult Female ,NA,Metazoan,Invertebrate,Rotifer,Brachionidae,,Brachionus calcyiflorus,,NA,Mean,N,,17,,1,NA,2.50E+02,0.13,Original species length,1,2.00E-04,Alternate species mass,1,m^3 per pred per day,0.8,0.000241,0.000186,0.000325,0.0243,0.0209,0.0278,,1,2.00E-07,0.00013,Ectotherm,AquaticFresh,7257.964372,23211.67748,48967.41892,100821.6546,187553.2496,369000.2014,697684.0082,1516944.364,4626930.762,0.040771818,0.119667588,0.222859069,0.371243912,0.52343919,0.683642002,0.803375912,0.898823123,0.964408625
1490,1770,Williamson 1984 FRESH BIO,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Mesocyclops edax,Adult Female ,NA,Metazoan,Invertebrate,Rotifer,Asplanchnidae,,Asplanchna priodonta,,NA,Mean,N,,17,,1,NA,2.50E+02,0.13,Original species length,1,0.0113,Alternate species mass,1,m^3 per pred per day,0.58,0.000221,0.000115,0.000383,0.0649,0.0567,0.0722,,1,1.13E-05,0.00013,Ectotherm,AquaticFresh,325.4259672,991.8000617,2174.292655,4636.73322,8785.382368,17199.97536,32765.09071,69702.1225,208368.8259,0.004645867,0.014025768,0.030242529,0.062357186,0.111906733,0.197880818,0.319703095,0.499932634,0.749286295
1491,1771,Sarma et al 2013 J NAT HIST,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Mesocyclops pehpeiensis,Adult Female ,NA,Metazoan,Invertebrate,Rotifer,Brachionidae,,Brachionus rubens,,NA,Raw data,N,,15,,,NA,,0.122,Alternative species length,1,0.00015,Alternate species mass,2,m^3 per pred per day,0.87,0.000495,0.000358,0.000738,0.000754,0.000573,0.000921,,1,1.50E-07,0.000122,Ectotherm,AquaticFresh,9907.739377,30045.52131,69335.14261,137931.903,263610.3507,480053.468,944906.8628,2099779.14,6182706.473,0.003684242,0.011089533,0.025225179,0.048959855,0.089574317,0.151946116,0.26072007,0.439367785,0.69766338
