Data.set,Source,Predation.Parasitism,Dim,Field,Habitat,Fresh_Marine,Predator_Cellularity,Pred_Vert.Invert,Pred_Major_Grouping_1,Pred_Major_Grouping_2,Predator_Scientific_Name,Predator_Type,Trophic_Level_Predator,Prey_Cellularity,Prey_Vert.Invert,Prey_Major_Group_1,Prey_Major_Group_2,Prey,Prey_scientific_name,Prey_type,Trophic_Level_prey,Data_type,Prey_Replaced,Hours_starved,Temp_C,Interference,Pred_per_arena,X2D_Arena_Size_cm2,X3D_arena_size_cm3,Pred_mass_mg,Pred_Mass_Source,Pred_Mass_ID,Prey_mass_mg,Prey_Mass_Source,Prey_Mass_ID,Units_a,R2_Mean,Fitted_a,CI_a_low,CI_a_hi,Fitted_h_day,CI_h_low,CI_h_hi,Notes.1,Include_Biotic_Prey
2308,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops sardeus,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,3rd instar,,Raw data,N,24,30,,1,,2.95E+03,7.27E+00,Original species length,1,2.95E+00,Original species length,3,m^3 per pred per day,81.93,5.15E-03,3.14E-03,9.76E-03,2.05E-02,7.44E-03,3.24E-02,D2,1
2309,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops sardeus,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,4th instar,,Raw data,N,24,30,,1,,2.95E+03,7.27E+00,Original species length,1,4.65E+00,Original species length,4,m^3 per pred per day,22.8,8.28E-03,6.67E-03,1.21E-02,6.46E-02,5.85E-02,7.09E-02,D2,1
2310,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops breddini,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,1st instar,,Raw data,N,24,30,,1,,4.45E+03,6.76E+00,Original species length,1,1.70E-01,Original species length,1,m^3 per pred per day,79.62,4.01E-03,2.48E-03,8.06E-03,1.05E-02,3.28E-11,2.91E-02,D3,1
2311,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops breddini,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,2nd instar,,Raw data,N,24,30,,1,,4.45E+03,6.76E+00,Original species length,1,7.98E-01,Original species length,2,m^3 per pred per day,68.23,3.83E-03,3.30E-03,5.04E-03,9.48E-11,1.50E-11,4.54E-03,D3,1
2312,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops breddini,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,3rd instar,,Raw data,N,24,30,,1,,4.45E+03,6.76E+00,Original species length,1,2.95E+00,Original species length,3,m^3 per pred per day,77.19,3.02E-03,2.05E-03,6.64E-03,4.29E-03,7.33E-10,2.30E-02,D3,1
2313,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops breddini,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,4th instar,,Raw data,N,24,30,,1,,4.45E+03,6.76E+00,Original species length,1,4.65E+00,Original species length,4,m^3 per pred per day,43.58,3.34E-03,1.12E-03,7.45E-03,5.86E-02,2.78E-02,7.54E-02,D3,1
2314,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops sardeus,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,1st instar,,Raw data,N,24,30,,1,,4.45E+03,7.27E+00,Original species length,1,1.70E-01,Original species length,1,m^3 per pred per day,68.98,8.60E-03,6.39E-03,1.37E-02,2.60E-02,1.75E-02,3.25E-02,D3,1
2315,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops sardeus,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,2nd instar,,Raw data,N,24,30,,1,,4.45E+03,7.27E+00,Original species length,1,7.98E-01,Original species length,2,m^3 per pred per day,74.96,1.04E-02,6.30E-03,1.97E-02,1.18E-02,3.36E-03,1.73E-02,D3,1
2316,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops sardeus,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,3rd instar,,Raw data,N,24,30,,1,,4.45E+03,7.27E+00,Original species length,1,2.95E+00,Original species length,3,m^3 per pred per day,86.25,2.92E-03,2.12E-03,5.94E-03,1.01E-09,1.87E-11,2.88E-02,D3,1
2317,Dalal et al 2019 PEST MAN SCI,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Heteroptera,Anisops sardeus,,,Metazoan,Invertebrate,Insect,Diptera,,Culex quinquefasciatus,4th instar,,Raw data,N,24,30,,1,,4.45E+03,7.27E+00,Original species length,1,4.65E+00,Original species length,4,m^3 per pred per day,50.85,2.27E-03,9.37E-04,1.29E-02,4.49E-02,5.29E-10,8.93E-02,,1
2318,Lebedeva and Orlenko 1995 INT REV HYDRO,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Brachionidae,Brachionus plicatilis,,2,Unicell,Algae,Algae,Cryptophyte,,Monochrysis lutheri,,1,Raw data,N,1,26,,1,,1.00E+00,6.90E-03,Original species length,2,,,,m^3 per pred per day,632.3,2.60E-07,2.06E-07,3.49E-07,2.88E-06,2.55E-06,3.14E-06,,1
2319,Lebedeva and Orlenko 1995 INT REV HYDRO,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Brachionidae,Brachionus plicatilis,,2,Unicell,Algae,Algae,Cryptophyte,,Monochrysis lutheri,,1,Raw data,N,1,16,,1,,1.00E+00,6.90E-03,Original species length,2,,,,m^3 per pred per day,318.42,3.15E-08,2.18E-08,9.18E-08,8.98E-07,1.18E-13,5.41E-06,,1
2320,Lebedeva and Orlenko 1995 INT REV HYDRO,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Brachionidae,Brachionus plicatilis,,2,Unicell,Fungi,Yeast,,,Saccharomyces  cerevisae,,1,Raw data,N,1,26,,1,,1.00E+00,6.90E-03,Original species length,2,5.00E-02,Alternate species volume,1,m^3 per pred per day,388.15,8.93E-08,5.78E-08,1.37E-07,4.41E-06,3.09E-06,6.15E-06,,1
2321,Lebedeva and Orlenko 1995 INT REV HYDRO,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Brachionidae,Brachionus plicatilis,,2,Unicell,Fungi,Yeast,,,Saccharomyces  cerevisae,,1,Raw data,N,1,16,,1,,1.00E+00,6.90E-03,Original species length,2,5.00E-02,Alternate species volume,1,m^3 per pred per day,81.01,1.96E-08,1.31E-08,3.26E-08,3.25E-06,3.28E-13,7.53E-06,,1
2322,da Silva Nunes et al 2020 J THERM BIOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Dermaptera,Euborellia annulipes,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,,Plutella xylostella,4th instar,2,Mean,N,,18,,1,5.03E+01,,,,,,,,m^2 per pred per day,231.77,7.51E-03,6.90E-03,8.20E-03,2.58E-03,1.38E-03,3.75E-03,,1
2323,da Silva Nunes et al 2020 J THERM BIOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Dermaptera,Euborellia annulipes,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,,Plutella xylostella,4th instar,2,Mean,N,,25,,1,5.03E+01,,,,,,,,m^2 per pred per day,248.52,1.00E-02,9.12E-03,1.12E-02,7.15E-03,6.06E-03,8.15E-03,,1
2324,da Silva Nunes et al 2020 J THERM BIOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Dermaptera,Euborellia annulipes,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,,Plutella xylostella,4th instar,2,Mean,N,,32,,1,5.03E+01,,,,,,,,m^2 per pred per day,307.02,8.63E-03,6.44E-03,1.11E-02,1.18E-02,8.40E-03,1.46E-02,,1
2325,Kang et al 2018 HARM ALG,Predator,3,,Aquatic,Fresh,Unicell,Protozoan,Protozoan,Dinoflagellate,Polykrikos kofoidii,,2,Unicell,Protozoan,Protozoan,Dinoflagellate,,Alexandrium minutum,,1,Mean,N,,20,,,,4.20E+01,4.30E-05,Original species volume,1,4.45E-06,Original species volume,4,m^3 per pred per day,34.51,6.58E-08,4.70E-08,8.53E-08,5.53E-02,5.11E-02,5.89E-02,,1
2326,Kang et al 2018 HARM ALG,Predator,3,,Aquatic,Fresh,Unicell,Protozoan,Protozoan,Dinoflagellate,Polykrikos kofoidii,,2,Unicell,Protozoan,Protozoan,Dinoflagellate,,Alexandrium tamarense,,1,Mean,N,,20,,,,4.20E+01,4.30E-05,Original species volume,1,1.59E-05,Original species volume,1,m^3 per pred per day,21.62,4.85E-08,3.77E-08,6.55E-08,5.75E-02,5.20E-02,6.56E-02,,1
2327,West and Post 2016 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia pulicaria,Gravid female,2,Unicell,Algae,Algae,Chlorophyte,,Scenedesmus obliquus,,1,Raw data,N,,5,,5,,8.00E+01,1.18E+00,Original species mass,4,4.63E-05,Original species volue,1,m^3 per pred per day,434.99,4.06E-08,2.70E-08,7.52E-08,7.82E-05,3.32E-12,1.84E-04,,1
2328,West and Post 2016 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia pulicaria,Gravid female,2,Unicell,Algae,Algae,Chlorophyte,,Scenedesmus obliquus,,1,Raw data,N,,10,,5,,8.00E+01,1.18E+00,Original species mass,4,4.63E-05,Original species volue,1,m^3 per pred per day,433.91,2.05E-07,8.51E-08,3.58E-07,9.48E-05,4.55E-05,1.35E-04,,1
2329,West and Post 2016 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia pulicaria,Gravid female,2,Unicell,Algae,Algae,Chlorophyte,,Scenedesmus obliquus,,1,Raw data,N,,15,,5,,8.00E+01,1.18E+00,Original species mass,4,4.63E-05,Original species volue,1,m^3 per pred per day,445.62,4.28E-07,2.96E-07,5.73E-07,3.55E-05,2.64E-05,4.58E-05,,1
2330,West and Post 2016 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia pulicaria,Gravid female,2,Unicell,Algae,Algae,Chlorophyte,,Scenedesmus obliquus,,1,Raw data,N,,20,,5,,8.00E+01,1.18E+00,Original species mass,4,4.63E-05,Original species volue,1,m^3 per pred per day,581.23,4.02E-07,1.98E-07,6.90E-07,2.71E-05,1.52E-05,4.34E-05,,1
2331,West and Post 2016 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia pulicaria,Gravid female,2,Unicell,Algae,Algae,Chlorophyte,,Scenedesmus obliquus,,1,Raw data,N,,25,,5,,8.00E+01,1.18E+00,Original species mass,4,4.63E-05,Original species volue,1,m^3 per pred per day,554.57,3.81E-07,2.80E-07,4.67E-07,2.45E-05,2.02E-05,2.98E-05,,1
2332,West and Post 2016 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia pulicaria,Gravid female,2,Unicell,Algae,Algae,Chlorophyte,,Scenedesmus obliquus,,1,Raw data,N,,30,,5,,8.00E+01,1.18E+00,Original species mass,4,4.63E-05,Original species volue,1,m^3 per pred per day,485.51,3.05E-07,1.78E-07,5.11E-07,5.93E-05,3.85E-05,8.31E-05,,1
2333,West and Post 2016 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia ambigua,Gravid female,2,Unicell,Algae,Algae,Chlorophyte,,Scenedesmus obliquus,,1,Raw data,N,,10,,15,,8.00E+01,3.60E-01,Original species mass,1,4.63E-05,Original species volue,1,m^3 per pred per day,491.82,2.81E-08,1.58E-08,4.38E-08,2.31E-04,5.70E-05,3.97E-04,,1
2334,West and Post 2016 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia ambigua,Gravid female,2,Unicell,Algae,Algae,Chlorophyte,,Scenedesmus obliquus,,1,Raw data,N,,15,,15,,8.00E+01,3.60E-01,Original species mass,1,4.63E-05,Original species volue,1,m^3 per pred per day,431.53,3.26E-08,1.99E-08,4.52E-08,1.28E-04,2.55E-05,2.08E-04,,1
2335,West and Post 2016 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia ambigua,Gravid female,2,Unicell,Algae,Algae,Chlorophyte,,Scenedesmus obliquus,,1,Raw data,N,,20,,5,,8.00E+01,3.60E-01,Original species mass,1,4.63E-05,Original species volue,1,m^3 per pred per day,489.61,1.82E-07,1.21E-07,2.42E-07,1.22E-04,7.96E-05,1.63E-04,,1
2336,West and Post 2016 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia ambigua,Gravid female,2,Unicell,Algae,Algae,Chlorophyte,,Scenedesmus obliquus,,1,Raw data,N,,25,,5,,8.00E+01,3.60E-01,Original species mass,1,4.63E-05,Original species volue,1,m^3 per pred per day,474.4,9.97E-08,5.66E-08,1.35E-07,3.84E-05,1.65E-05,7.72E-05,,1
2337,West and Post 2016 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia ambigua,Gravid female,2,Unicell,Algae,Algae,Chlorophyte,,Scenedesmus obliquus,,1,Raw data,N,,30,,5,,8.00E+01,3.60E-01,Original species mass,1,4.63E-05,Original species volue,1,m^3 per pred per day,394.09,4.82E-08,3.41E-08,6.79E-08,1.32E-04,7.70E-05,1.93E-04,,1
2338,Yufera 2007 HYDROBIOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Brachionidae,Brachionus plicatilis,,2,Unicell,Algae,Algae,Chlorophyte,,Nannochloropsis gaditana,,1,Raw data,N,,25,,,,1.00E+03,2.25E-03,Original species mass,3,9.20E-09,Original species length,1,m^3 per pred per day,1495.02,5.60E-08,4.70E-08,7.10E-08,1.35E-06,1.15E-06,1.89E-06,,1
2339,Chan et al 2017 ECOL,Predator,2,Y,Terrestrial,,Metazoan,Vertebrate,Mammal,Carnivora,Lynx canadensis,,3,Metazoan,Vertebrate,Mammal,Lagomorpha,Snowshoe hare,Lepus americanus,,2,Raw data,N,,37,,,,,1.01E+07,Alternate species mass,1,1.60E+06,Alternate species mass,1,m^2 per pred per day,-27.06,4.95E+04,2.68E+04,1.24E+05,6.93E-01,3.65E-01,8.49E-01,,1
2340,Chan et al 2017 ECOL,Predator,2,Y,Terrestrial,,Metazoan,Vertebrate,Mammal,Carnivora,Canis latrans,,3,Metazoan,Vertebrate,Mammal,Lagomorpha,Snowshoe hare,Lepus americanus,,2,Raw data,N,,37,,,,,1.33E+07,Alternate species mass,1,1.60E+06,Alternate species mass,1,m^2 per pred per day,-14.92,2.38E+04,8.62E+03,1.45E+05,4.23E-01,6.90E-13,1.24E+00,,1
2341,Duijns et al 2015 J ANIM ECOL,Predator,2,Y,Terrestrial,,Metazoan,Vertebrate,Bird,Charadriiformes,Limosa lapponica,,,Metazoan,Invertebrate,Annelid,,,Arenicola marina,,,Raw data,N,,42,,,,,2.92E+05,Alternate species mass,1,4.40E+00,Original species mass,1,m^2 per pred per day,192.29,2.15E+01,1.05E+01,6.84E+01,8.23E-04,1.88E-04,1.28E-03,,1
2342,Jeong 1994 MEPS,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Copepod,Acartia tonsa,,2,Unicell,Protozoan,Protozoan,Dinoflagellate,,Protoperidinium cf. divergens,,1,Mean,N,,19,,6,,5.00E+02,1.21E-02,Average genus mass,2,1.19E-04,Original species volume,1,m^3 per pred per day,230.05,8.39E-05,2.72E-05,1.65E-04,3.54E-03,1.47E-03,4.96E-03,,1
2343,Jeschke and Tollrian 2000 OEC,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Chaoborus obscuripes,,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia pulex,,2,Mean,N,,20,,1,,5.00E+02,3.13E+01,Original species length,3,6.05E-02,Original species length,8,m^3 per pred per day,624.06,1.97E-03,1.52E-03,2.65E-03,2.57E-02,2.27E-02,2.97E-02,2nd instar typical morph,1
2344,Jeschke and Tollrian 2000 OEC,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Chaoborus obscuripes,,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia pulex,,2,Mean,N,,20,,1,,5.00E+02,3.13E+01,Original species length,3,6.05E-02,Original species length,8,m^3 per pred per day,277.57,5.87E-04,4.18E-04,8.33E-04,2.12E-02,1.65E-02,2.71E-02,2nd instar neckteeth morph,1
2345,Jeschke and Tollrian 2000 OEC,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Chaoborus obscuripes,,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia pulex,,2,Mean,N,,20,,1,,5.00E+02,3.13E+01,Original species length,3,1.24E-01,Original species length,7,m^3 per pred per day,364.64,1.05E-03,6.95E-04,1.53E-03,1.86E-02,7.85E-03,2.68E-02,3rd instar typical morph,1
2346,Wong et al 2006 MEPS,Predator,2,,Aquatic,Marine,Metazoan,Invertebrate,Asteroidea,Forcipulatida,Asterias vulgaris,,,Metazoan,Invertebrate,Mollusk,Bivalve,,Placopecten magellanicus,,,Mean,N,168,,,1,,,,,,,,,m^2 per pred per day,114.44,1.94E-01,1.38E-01,2.62E-01,1.01E-01,6.55E-02,1.36E-01,Experiments 1 and 2 combined,1
2347,Wong et al 2006 MEPS,Predator,2,,Aquatic,Marine,Metazoan,Invertebrate,Asteroidea,Forcipulatida,Asterias vulgaris,,,Metazoan,Invertebrate,Mollusk,Bivalve,,Placopecten magellanicus,,,Mean,N,168,,,1,,,,,,,,,m^2 per pred per day,83.51,1.66E-01,1.14E-01,2.46E-01,9.04E-02,4.33E-02,1.34E-01,Experiments 1 and 2 combined,1
2348,Uszko et al 2015 ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia hyalina,,2,Unicell,Algae,Algae,Chlorophyte,,Monoraphidium minutum,,1,Raw data,N,40,20,,,,,4.04E-01,Original species mass,5,2.31E-08,Alternate species mass,1,m^3 per pred per day,974.42,2.17E-07,1.78E-07,2.68E-07,1.65E-07,1.51E-07,1.76E-07,,1
2349,Uszko et al 2015 ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia hyalina,,2,Unicell,Algae,Algae,Chlorophyte,,Monoraphidium minutum,,1,Raw data,N,40,14,,,,,4.04E-01,Original species mass,5,2.31E-08,Alternate species mass,1,m^3 per pred per day,682.78,1.52E-07,1.22E-07,2.12E-07,1.48E-07,1.26E-07,1.72E-07,,1
2350,Uszko et al 2015 ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia hyalina,,2,Unicell,Algae,Algae,Diatom,,Cyclotella meneghiniana,,1,Raw data,N,48,16,,,,,4.04E-01,Original species mass,5,3.22E-07,Alternate species mass,1,m^3 per pred per day,598.28,1.76E-07,1.21E-07,2.63E-07,2.46E-06,2.04E-06,2.85E-06,,1
2351,Uszko et al 2015 ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia magna,,2,Unicell,Algae,Algae,Chlorophyte,,Monoraphidium minutum,,1,Raw data,N,48,16,,,,,1.88E+00,Original species mass,1,2.31E-08,Alternate species mass,1,m^3 per pred per day,558.22,6.17E-07,3.87E-07,1.54E-06,9.33E-08,7.68E-08,1.14E-07,,1
2352,Urban et al 2020 PRSLB,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Urodela,Ambystoma maculatum,Larvae,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia ambigua,,2,Mean,N,24,13.2,,1,,9.00E+02,3.50E+01,Original species mass,1,3.60E-01,Alternate species mass,1,m^3 per pred per day,196.91,1.26E-03,8.93E-04,1.76E-03,3.59E-03,1.42E-03,6.07E-03,,1
2353,Urban et al 2020 PRSLB,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Urodela,Ambystoma maculatum,Larvae,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia ambigua,,2,Mean,N,24,13.2,,1,,9.00E+02,3.50E+01,Original species mass,1,3.60E-01,Alternate species mass,1,m^3 per pred per day,196.97,1.55E-03,1.12E-03,2.44E-03,5.84E-03,3.97E-03,9.83E-03,,1
2354,Urban et al 2020 PRSLB,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Urodela,Ambystoma maculatum,Larvae,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia ambigua,,2,Mean,N,24,13.2,,1,,9.00E+02,3.50E+01,Original species mass,1,3.60E-01,Alternate species mass,1,m^3 per pred per day,175.16,1.81E-03,1.36E-03,2.42E-03,6.88E-03,5.35E-03,8.82E-03,,1
2355,Urban et al 2020 PRSLB,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Urodela,Ambystoma maculatum,Larvae,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia ambigua,,2,Mean,N,24,13.2,,1,,9.00E+02,3.50E+01,Original species mass,1,3.60E-01,Alternate species mass,1,m^3 per pred per day,184.56,1.63E-03,1.23E-03,2.14E-03,4.90E-03,3.47E-03,6.30E-03,,1
2356,Urban et al 2020 PRSLB,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Urodela,Ambystoma maculatum,Larvae,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia ambigua,,2,Mean,N,24,13.2,,1,,9.00E+02,3.50E+01,Original species mass,1,3.60E-01,Alternate species mass,1,m^3 per pred per day,192.58,1.67E-03,1.13E-03,2.35E-03,5.78E-03,3.18E-03,8.42E-03,,1
2357,Urban et al 2020 PRSLB,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Urodela,Ambystoma maculatum,Larvae,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia ambigua,,2,Mean,N,24,13.2,,1,,9.00E+02,3.50E+01,Original species mass,1,3.60E-01,Alternate species mass,1,m^3 per pred per day,173.55,1.49E-03,1.13E-03,1.99E-03,5.98E-03,4.30E-03,8.32E-03,,1
2358,Urban et al 2020 PRSLB,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Urodela,Ambystoma maculatum,Larvae,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia ambigua,,2,Mean,N,24,13.2,,1,,9.00E+02,3.50E+01,Original species mass,1,3.60E-01,Alternate species mass,1,m^3 per pred per day,193.08,1.66E-03,1.19E-03,2.40E-03,6.15E-03,4.26E-03,7.93E-03,,1
2359,Urban et al 2020 PRSLB,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Amphibian,Urodela,Ambystoma maculatum,Larvae,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia ambigua,,2,Mean,N,24,13.2,,1,,9.00E+02,3.50E+01,Original species mass,1,3.60E-01,Alternate species mass,1,m^3 per pred per day,223.28,1.71E-03,1.18E-03,2.25E-03,5.90E-03,3.65E-03,8.83E-03,,1
2360,Cuthbert et al 2021 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia pulex,,2,Raw data,N,24,21,Y,1,,4.00E+01,3.87E+00,Original species length,1,3.53E-01,Average species mass,16,m^3 per pred per day,55.79,2.72E-05,5.81E-06,1.16E-04,1.29E-01,2.53E-07,2.66E-01,,1
2361,Cuthbert et al 2021 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia pulex,,2,Raw data,N,24,21,Y,2,,8.00E+01,3.87E+00,Original species length,1,3.53E-01,Average species mass,16,m^3 per pred per day,50.17,3.47E-05,8.56E-06,3.69E-04,1.41E-01,5.08E-10,3.39E-01,,1
2362,Cuthbert et al 2021 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia pulex,,2,Raw data,N,24,21,Y,3,,4.00E+01,3.87E+00,Original species length,1,3.53E-01,Average species mass,16,m^3 per pred per day,67.69,8.36E-05,3.94E-05,1.69E-04,1.37E-01,9.96E-02,1.99E-01,,1
2363,Cuthbert et al 2021 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia pulex,,2,Raw data,N,24,21,Y,4,,8.00E+01,3.87E+00,Original species length,1,3.53E-01,Average species mass,16,m^3 per pred per day,62.63,1.15E-04,5.41E-05,2.29E-04,1.24E-01,8.76E-02,1.72E-01,,1
2364,Cuthbert et al 2021 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia pulex,,2,Raw data,N,24,21,Y,1,,4.00E+01,3.87E+00,Original species length,1,3.53E-01,Average species mass,16,m^3 per pred per day,65.9,8.02E-05,4.10E-05,1.38E-04,1.09E-01,8.73E-02,1.48E-01,,1
2365,Cuthbert et al 2021 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia pulex,,2,Raw data,N,24,21,Y,2,,8.00E+01,3.87E+00,Original species length,1,3.53E-01,Average species mass,16,m^3 per pred per day,64.45,1.02E-04,3.66E-05,2.17E-04,8.95E-02,3.74E-02,1.35E-01,,1
2366,Cuthbert et al 2021 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Lovenula raynerae,Adult male,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia pulex,,2,Raw data,N,24,21,Y,3,,4.00E+01,3.87E+00,Original species length,1,3.53E-01,Average species mass,16,m^3 per pred per day,65.8,8.28E-05,5.22E-05,1.31E-04,7.01E-02,5.65E-02,8.45E-02,,1
